"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"2038","ENSG00000095932","SMIM24","284422",0.169771,0.178402,0,0.270919
"2039","ENSG00000095951","HIVEP1","3096",7.044394,7.629621,7.608782,7.798965
"2043","ENSG00000096060","FKBP5","2289",21.044833,22.541329,18.094552,15.801783
"2044","ENSG00000096063","SRPK1","6732",44.62486,45.674975,48.679496,28.556388
"2045","ENSG00000096070","BRPF3","27154",7.615948,7.321198,11.407963,13.212464
"2046","ENSG00000096080","MRPS18A","55168",23.481674,19.81135,19.420575,24.535316
"2048","ENSG00000096092","TMEM14A","28978",16.691478,19.823042,18.62872,23.834129
"2049","ENSG00000096093","EFHC1","114327",2.784635,1.969868,2.838782,3.555719
"2052","ENSG00000096264","NCR2","9436",0.152863,0.399892,0.502733,0.084844
"2053","ENSG00000096384","HSP90AB1","3326",155.720408,171.674248,124.631642,134.546397
"2055","ENSG00000096401","CDC5L","988",12.289861,13.914158,11.440597,13.473084
"2056","ENSG00000096433","ITPR3","3710",32.712577,34.278704,51.680465,37.038387
"2057","ENSG00000096654","ZNF184","7738",13.819706,12.918216,9.531384,10.805868
"2058","ENSG00000096696","DSP","1832",0.144196,0.534116,1.018895,0.707721
"2059","ENSG00000096717","SIRT1","23411",13.385532,13.994412,20.062155,21.034493
"2060","ENSG00000096746","HNRNPH3","3189",152.818713,172.3144,211.456039,189.002918
"2061","ENSG00000096872","IFT74","80173",5.005282,5.889529,5.693967,4.190691
"2062","ENSG00000096968","JAK2","3717",14.084169,15.706504,16.503813,19.595285
"2063","ENSG00000096996","IL12RB1","3594",36.761074,44.949155,86.460633,98.84833
"2064","ENSG00000097007","ABL1","25",20.690519,23.099692,32.41854,29.394454
"2065","ENSG00000097021","ACOT7","11332",12.957055,20.066134,6.301236,8.018356
"2066","ENSG00000097033","SH3GLB1","51100",47.280816,55.150255,57.64669,59.855949
"2067","ENSG00000097046","CDC7","8317",24.306889,31.949417,24.472383,14.774731
"2068","ENSG00000097096","SYDE2","84144",0.723875,0.346993,0.131438,0.296474
"2069","ENSG00000099139","PCSK5","5125",1.594754,0.879793,0.408226,0.068988
"2070","ENSG00000099194","SCD","6319",28.221482,28.703869,24.810296,20.897478
"2071","ENSG00000099203","TMED1","11018",5.475785,4.070855,6.165027,8.327858
"2072","ENSG00000099204","ABLIM1","3983",60.762895,50.418531,129.599418,73.807816
"2073","ENSG00000099219","ERMP1","79956",39.125428,48.834934,74.081646,96.879865
"2074","ENSG00000099246","RAB18","22931",50.528584,58.686763,41.527597,46.131577
"2075","ENSG00000099250","NRP1","8829",0.276839,1.392338,0.875521,1.290942
"2077","ENSG00000099256","PRTFDC1","56952",0.526915,0.254908,1.377837,2.667512
"2079","ENSG00000099282","TSPAN15","23555",7.975458,5.472459,4.428784,4.478792
"2080","ENSG00000099284","MACROH2A2","55506",3.256286,1.540431,6.548977,3.935795
"2081","ENSG00000099290","WASHC2A","387680",29.973047,34.074577,40.999799,51.735223
"2082","ENSG00000099308","MAST3","23031",36.915699,38.957689,38.281803,33.487201
"2083","ENSG00000099326","MZF1","7593",7.172875,8.229311,18.121133,23.22252
"2084","ENSG00000099330","OCEL1","79629",23.116142,19.283612,31.891605,28.839357
"2085","ENSG00000099331","MYO9B","4650",127.793737,109.164486,266.141052,222.56258
"2086","ENSG00000099337","KCNK6","9424",9.906903,9.357031,13.879476,18.394547
"2087","ENSG00000099338","CATSPERG","57828",6.260848,3.143002,5.089263,7.828863
"2088","ENSG00000099341","PSMD8","5714",102.201424,119.73169,100.3136,116.670516
"2089","ENSG00000099364","FBXL19","54620",10.838495,13.438585,11.874951,14.370821
"2090","ENSG00000099365","STX1B","112755",1.377818,0.758174,0.855537,1.082209
"2091","ENSG00000099377","HSD3B7","80270",0.644897,0.486481,1.842631,2.417567
"2092","ENSG00000099381","SETD1A","9739",17.888114,22.004457,20.10861,16.430726
"2093","ENSG00000099385","BCL7C","9274",34.354682,24.843929,37.34292,31.297652
"2094","ENSG00000099399","MAGEB2","4113",0.050696,0.47688,0.254938,0.730335
"2096","ENSG00000099622","CIRBP","1153",293.345934,261.344578,582.174592,538.562833
"2097","ENSG00000099624","ATP5F1D","513",208.063077,236.962436,138.556928,128.310569
"2098","ENSG00000099625","CBARP","255057",2.470629,2.57815,0.086241,0.049842
"2099","ENSG00000099715","PCDH11Y","83259",0.591243,0.304909,0.481271,0.42483
"2101","ENSG00000099725","PRKY","5616",39.852864,0.304778,82.414369,0.356296
"2102","ENSG00000099769","IGFALS","3483",0.331171,0.11565,0.092815,0.081722
"2103","ENSG00000099783","HNRNPM","4670",117.32285,143.681712,120.636354,139.200024
"2104","ENSG00000099785","MARCHF2","51257",49.015435,48.185805,33.789012,31.508404
"2105","ENSG00000099795","NDUFB7","4713",169.164077,134.507804,96.330244,140.933294
"2106","ENSG00000099797","TECR","9524",187.1337,168.578467,165.094658,141.195505
"2107","ENSG00000099800","TIMM13","26517",34.717988,29.971811,21.543214,32.063283
"2108","ENSG00000099804","CDC34","997",109.268038,91.847266,107.999036,67.523337
"2109","ENSG00000099810","MTAP","4507",11.26772,19.320677,9.884124,12.103491
"2110","ENSG00000099812","MISP","126353",0,0.24667,0.363165,0.435668
"2111","ENSG00000099814","CEP170B","283638",17.579049,13.071304,9.003057,4.083389
"2112","ENSG00000099817","POLR2E","5434",148.854512,180.429552,97.859912,96.470144
"2113","ENSG00000099821","POLRMT","5442",86.919476,49.470716,58.855499,34.151339
"2114","ENSG00000099822","HCN2","610",10.671979,11.115955,5.807212,3.733879
"2116","ENSG00000099840","IZUMO4","113177",34.211886,20.171128,13.583935,7.901719
"2118","ENSG00000099860","GADD45B","4616",115.750272,77.501268,101.297791,57.968035
"2120","ENSG00000099866","MADCAM1","8174",2.807482,1.66251,1.764881,0.622075
"2121","ENSG00000099875","MKNK2","2872",246.029163,155.17378,195.536157,159.057781
"2122","ENSG00000099889","ARVCF","421",6.412903,3.176596,1.289771,1.563799
"2123","ENSG00000099899","TRMT2A","27037",79.261741,66.751123,68.318379,65.266936
"2124","ENSG00000099901","RANBP1","5902",76.916043,89.310095,61.711436,75.227882
"2125","ENSG00000099904","ZDHHC8","29801",43.479366,44.395143,49.74648,52.014571
"2126","ENSG00000099910","KLHL22","84861",18.780684,25.000972,17.884214,21.182976
"2127","ENSG00000099917","MED15","51586",74.976672,85.154924,129.662672,129.317244
"2129","ENSG00000099940","SNAP29","9342",28.245604,32.743262,24.921121,36.61253
"2130","ENSG00000099942","CRKL","1399",51.424053,48.090251,51.430731,46.996016
"2131","ENSG00000099949","LZTR1","8216",42.720669,52.850213,59.957605,69.598997
"2132","ENSG00000099953","MMP11","4320",0.670598,0.211382,0.390689,0.262279
"2133","ENSG00000099954","CECR2","27443",0.094929,0.286596,0.036793,0.01616
"2135","ENSG00000099957","P2RX6","9127",0.224947,0.158803,0.196952,0.17116
"2136","ENSG00000099958","DERL3","91319",0.978908,2.112848,0.798396,4.187943
"2138","ENSG00000099968","BCL2L13","23786",29.432145,28.175195,23.424614,29.62084
"2142","ENSG00000099985","OSM","5008",4.696922,9.274054,2.065183,9.533552
"2143","ENSG00000099991","CABIN1","23523",44.881004,33.540317,91.090772,106.301519
"2144","ENSG00000099992","TBC1D10A","83874",68.787454,88.603892,100.111329,78.758785
"2145","ENSG00000099994","SUSD2","56241",0.597398,0.273157,0.295095,0.760561
"2146","ENSG00000099995","SF3A1","10291",79.590713,72.746715,92.540766,87.02605
"2147","ENSG00000099998","GGT5","2687",0.45204,1.78363,0.276147,1.15042
"2148","ENSG00000099999","RNF215","200312",23.422517,23.53046,17.604161,12.008577
"2149","ENSG00000100003","SEC14L2","23541",14.0742,15.309853,27.081053,15.078403
"2151","ENSG00000100014","SPECC1L","23384",16.643329,16.833431,17.395616,16.900018
"2152","ENSG00000100023","PPIL2","23759",41.030693,50.418464,48.943394,53.87291
"2153","ENSG00000100024","UPB1","51733",0.560982,0.489076,1.901879,0.49005
"2154","ENSG00000100027","YPEL1","29799",37.640912,23.516534,57.517344,38.22502
"2155","ENSG00000100028","SNRPD3","6634",99.469132,101.687141,64.621627,87.366595
"2156","ENSG00000100029","PES1","23481",25.014359,23.265,21.304873,28.98378
"2157","ENSG00000100030","MAPK1","5594",108.094293,94.134275,106.462302,90.223294
"2158","ENSG00000100031","GGT1","2678",21.4572,32.801687,40.376277,51.712706
"2160","ENSG00000100034","PPM1F","9647",13.564645,11.855551,16.218151,14.460625
"2161","ENSG00000100036","SLC35E4","339665",3.225749,2.654353,2.963093,2.742788
"2162","ENSG00000100038","TOP3B","8940",30.213192,44.148217,35.715064,48.122908
"2163","ENSG00000100053","CRYBB3","1417",0,0.326832,1.352656,0.37491
"2164","ENSG00000100055","CYTH4","27128",129.024053,84.510482,192.228565,123.424177
"2165","ENSG00000100056","ESS2","8220",17.881739,20.806125,16.481682,18.787038
"2167","ENSG00000100060","MFNG","4242",157.984803,181.04231,170.789386,201.206319
"2168","ENSG00000100065","CARD10","29775",0.249184,0.331087,0.399098,0.378385
"2170","ENSG00000100075","SLC25A1","6576",42.697336,46.596418,31.531168,32.584854
"2171","ENSG00000100077","GRK3","157",11.665479,13.713173,10.648637,11.049943
"2174","ENSG00000100083","GGA1","26088",79.135023,76.344367,67.10069,63.510889
"2175","ENSG00000100084","HIRA","7290",36.57068,37.780192,42.073006,35.315662
"2176","ENSG00000100092","SH3BP1","23616",108.249073,113.649219,142.701241,131.506181
"2178","ENSG00000100097","LGALS1","3956",1022.177736,1218.343503,1119.644316,1297.223842
"2179","ENSG00000100099","HPS4","89781",24.984224,27.765429,20.643096,23.211472
"2180","ENSG00000100100","PIK3IP1","113791",154.986014,140.587993,336.744912,295.594673
"2182","ENSG00000100104","SRRD","402055",11.04368,8.776349,5.849733,10.034998
"2183","ENSG00000100105","PATZ1","23598",12.092162,10.479744,17.759616,16.408364
"2184","ENSG00000100106","TRIOBP","11078",19.078796,25.116003,31.318719,36.634747
"2185","ENSG00000100109","TFIP11","24144",25.586589,37.359347,30.619305,46.567981
"2186","ENSG00000100116","GCAT","23464",18.535837,14.691739,8.441014,3.814903
"2189","ENSG00000100124","ANKRD54","129138",27.015546,25.106914,21.492612,16.871047
"2190","ENSG00000100129","EIF3L","51386",326.333181,320.707502,310.264595,312.264529
"2191","ENSG00000100138","SNU13","4809",112.44249,106.309953,89.917983,103.941616
"2192","ENSG00000100139","MICALL1","85377",9.758368,9.609477,29.994564,33.340809
"2193","ENSG00000100142","POLR2F","5435",67.863987,55.968326,48.72853,67.164411
"2195","ENSG00000100147","CCDC134","79879",7.987429,11.965768,12.974574,12.616235
"2196","ENSG00000100150","DEPDC5","9681",5.394577,11.483591,13.093585,9.819488
"2197","ENSG00000100151","PICK1","9463",1.845023,1.707601,5.876254,8.156546
"2198","ENSG00000100154","TTC28","23331",0.687589,0.419045,2.775655,0.314937
"2200","ENSG00000100162","CENPM","79019",18.32721,22.601316,17.277937,22.868634
"2201","ENSG00000100167","SEPTIN3","55964",3.636023,2.773496,0.849582,0.6704
"2205","ENSG00000100196","KDELR3","11015",0.233162,0.194924,0.644927,0.774945
"2207","ENSG00000100201","DDX17","10521",207.064417,242.657574,542.919238,562.212154
"2208","ENSG00000100206","DMC1","11144",0.649579,0.947143,0.618814,0.964706
"2210","ENSG00000100209","HSCB","150274",10.47926,18.020191,10.005821,8.340243
"2211","ENSG00000100211","CBY1","25776",21.529231,16.676557,14.06917,18.45619
"2212","ENSG00000100216","TOMM22","56993",29.643219,34.471684,13.111825,22.365413
"2213","ENSG00000100218","RSPH14","27156",0.535952,0.355059,0.558946,0
"2214","ENSG00000100219","XBP1","7494",146.236912,191.769562,193.744976,314.484507
"2215","ENSG00000100220","RTCB","51493",43.065727,44.06077,30.218137,29.497762
"2216","ENSG00000100221","JOSD1","9929",139.305007,154.36189,211.39748,110.324363
"2217","ENSG00000100225","FBXO7","25793",74.708663,98.464769,106.919645,119.714335
"2218","ENSG00000100226","GTPBP1","9567",66.113275,59.678139,63.667243,41.629619
"2219","ENSG00000100227","POLDIP3","84271",45.873446,41.974284,55.821428,58.538579
"2220","ENSG00000100228","RAB36","9609",1.26845,1.165031,0.724496,0.483279
"2222","ENSG00000100239","PPP6R2","9701",66.909361,70.044974,85.046588,86.528699
"2223","ENSG00000100241","SBF1","6305",125.956243,134.273509,166.132287,129.67697
"2224","ENSG00000100242","SUN2","25777",378.85226,462.335753,682.470249,759.220285
"2225","ENSG00000100243","CYB5R3","1727",72.417297,70.24288,53.936189,61.907952
"2226","ENSG00000100246","DNAL4","10126",16.939144,14.300558,11.74237,12.55857
"2228","ENSG00000100253","MIOX","55586",0.146893,0.641824,0.565731,0.271539
"2229","ENSG00000100258","LMF2","91289",77.781815,83.407694,108.410178,116.044592
"2230","ENSG00000100263","RHBDD3","25807",30.325691,30.973882,30.511359,27.127372
"2231","ENSG00000100266","PACSIN2","11252",34.088803,26.794409,30.369034,22.037645
"2232","ENSG00000100271","TTLL1","25809",12.426883,7.282485,11.924484,6.625919
"2233","ENSG00000100276","RASL10A","10633",0.599089,0.878946,0.770894,0.374355
"2234","ENSG00000100280","AP1B1","162",27.712038,33.032493,25.028983,31.235083
"2235","ENSG00000100281","HMGXB4","10042",13.141977,14.005619,15.792062,14.265936
"2236","ENSG00000100284","TOM1","10043",46.341071,53.21283,50.207412,46.565867
"2237","ENSG00000100285","NEFH","4744",0.992667,1.36111,0.514103,0.796431
"2238","ENSG00000100288","CHKB","1120",122.942912,119.998807,274.096542,187.204566
"2239","ENSG00000100290","BIK","638",3.643139,2.475251,3.463732,2.955384
"2240","ENSG00000100292","HMOX1","3162",0.920509,4.12027,1.598282,5.777858
"2241","ENSG00000100294","MCAT","27349",5.820714,5.036426,5.690919,4.649259
"2242","ENSG00000100296","THOC5","8563",20.67363,21.326563,19.002436,21.67153
"2243","ENSG00000100297","MCM5","4174",15.242996,18.899513,15.396489,26.938848
"2244","ENSG00000100298","APOBEC3H","164668",163.147334,185.855151,468.072988,375.919327
"2245","ENSG00000100299","ARSA","410",66.104707,92.651313,88.530565,98.412088
"2246","ENSG00000100300","TSPO","706",173.19002,169.589134,110.511585,122.962298
"2247","ENSG00000100302","RASD2","23551",0.304527,0.817392,0,0.384943
"2248","ENSG00000100304","TTLL12","23170",13.784107,14.177415,11.183359,14.288229
"2249","ENSG00000100307","CBX7","23492",96.162971,80.671056,106.077461,70.586366
"2250","ENSG00000100311","PDGFB","5155",0.764576,1.166777,0.734047,2.943253
"2252","ENSG00000100314","CABP7","164633",0.09144,0.07159,0,0.101146
"2253","ENSG00000100316","RPL3","6122",3444.3205,2691.55576,2407.571315,1828.503698
"2254","ENSG00000100319","ZMAT5","55954",34.694057,41.525813,23.964403,29.78378
"2256","ENSG00000100321","SYNGR1","9145",3.93675,0.73926,3.550984,0.773746
"2257","ENSG00000100324","TAB1","10454",22.841374,22.746033,35.10243,29.998133
"2258","ENSG00000100325","ASCC2","84164",44.835655,48.382243,52.28135,65.757239
"2259","ENSG00000100330","MTMR3","8897",26.575446,28.241801,36.88039,39.554994
"2260","ENSG00000100335","MIEF1","54471",22.258671,22.906447,22.47815,20.509845
"2261","ENSG00000100336","APOL4","80832",5.952959,7.010553,9.317911,10.304666
"2263","ENSG00000100342","APOL1","8542",31.996738,45.972911,65.265542,76.826369
"2264","ENSG00000100344","PNPLA3","80339",0.026931,0.168709,0,0.029798
"2265","ENSG00000100345","MYH9","4627",413.153106,547.065509,517.683583,472.585874
"2266","ENSG00000100346","CACNA1I","8911",1.744414,3.811769,5.995156,14.195999
"2267","ENSG00000100347","SAMM50","25813",32.979046,35.464781,30.548372,33.983829
"2268","ENSG00000100348","TXN2","25828",54.164789,59.034997,50.790197,47.44749
"2269","ENSG00000100350","FOXRED2","80020",0.861591,1.540193,0.776457,0.632163
"2270","ENSG00000100351","GRAP2","9402",98.09448,121.114286,146.961525,136.217592
"2271","ENSG00000100353","EIF3D","8664",160.132511,134.76616,136.39808,160.695237
"2272","ENSG00000100354","TNRC6B","23112",21.60272,25.324507,36.681505,27.780092
"2273","ENSG00000100359","SGSM3","27352",87.741364,66.594294,116.477929,92.501332
"2274","ENSG00000100360","IFT27","11020",29.596347,34.050397,26.418735,34.069318
"2276","ENSG00000100364","KIAA0930","23313",27.536981,26.00359,19.081761,14.552789
"2278","ENSG00000100368","CSF2RB","1439",1.090635,4.105629,3.582839,10.970845
"2279","ENSG00000100372","SLC25A17","10478",14.642731,15.179964,13.280218,11.934067
"2281","ENSG00000100376","FAM118A","55007",163.653717,40.053458,397.360813,52.514854
"2282","ENSG00000100379","KCTD17","79734",39.572204,39.798881,38.875672,37.769663
"2283","ENSG00000100380","ST13","6767",168.16078,185.440143,128.133845,131.980441
"2284","ENSG00000100385","IL2RB","3560",221.442325,235.709362,477.506722,373.815976
"2285","ENSG00000100387","RBX1","9978",44.651174,43.498817,34.199277,45.803435
"2286","ENSG00000100393","EP300","2033",33.588086,41.490085,52.769339,61.851954
"2287","ENSG00000100395","L3MBTL2","83746",15.289923,12.234313,20.891319,20.573775
"2288","ENSG00000100399","CHADL","150356",0,0.103465,0.043334,0.133456
"2289","ENSG00000100401","RANGAP1","5905",45.047973,43.733371,49.912335,38.666025
"2290","ENSG00000100403","ZC3H7B","23264",21.721322,23.161998,26.067794,27.159131
"2291","ENSG00000100410","PHF5A","84844",34.012348,31.076978,28.480655,40.747546
"2292","ENSG00000100412","ACO2","50",40.001843,40.153268,46.135751,51.809293
"2293","ENSG00000100413","POLR3H","171568",8.633128,6.970937,6.427678,6.754899
"2294","ENSG00000100416","TRMU","55687",66.812664,46.110912,55.410434,41.296427
"2295","ENSG00000100417","PMM1","5372",32.264217,35.44357,37.887786,35.214796
"2296","ENSG00000100418","DESI1","27351",28.654835,24.07773,37.705602,33.865425
"2297","ENSG00000100422","CERK","64781",96.321624,113.452512,146.428656,144.524881
"2298","ENSG00000100425","BRD1","23774",34.466167,46.857206,51.664159,50.424777
"2299","ENSG00000100426","ZBED4","9889",17.212175,19.55448,15.614069,11.91246
"2300","ENSG00000100427","MLC1","23209",0.332443,0,0.129063,0.113489
"2301","ENSG00000100429","HDAC10","83933",97.568604,113.278248,156.874532,131.581347
"2303","ENSG00000100439","ABHD4","63874",39.753396,42.024205,30.240104,27.943565
"2304","ENSG00000100441","KHNYN","23351",67.223327,76.552035,98.88499,93.015216
"2305","ENSG00000100442","FKBP3","2287",45.748152,65.792126,51.919928,60.397061
"2306","ENSG00000100445","SDR39U1","56948",55.302271,76.714719,61.244259,65.718681
"2308","ENSG00000100450","GZMH","2999",52.881604,32.695434,254.54267,113.216165
"2309","ENSG00000100453","GZMB","3002",224.34068,343.800409,381.122819,433.28889
"2310","ENSG00000100461","RBM23","55147",44.5375,60.665791,59.602964,82.753651
"2311","ENSG00000100462","PRMT5","10419",43.645317,47.059017,24.972048,25.7236
"2312","ENSG00000100473","COCH","1690",0.326185,0.515346,0.288521,0.048647
"2313","ENSG00000100478","AP4S1","11154",2.580661,5.354321,7.904192,7.461695
"2314","ENSG00000100479","POLE2","5427",4.024931,5.899373,2.228273,4.382988
"2315","ENSG00000100483","VCPKMT","79609",13.104642,13.27841,12.811599,10.055948
"2316","ENSG00000100485","SOS2","6655",26.455181,35.561052,44.032107,37.107548
"2317","ENSG00000100490","CDKL1","8814",10.069504,1.650143,6.442591,12.574956
